Argentina,45195774,2736690,17
Bolivia,11673021,1083300,11
Brazil,212559417,8358140,25
Chile,19116201,743532,26
Colombia,50882891,1109500,46
Ecuador,17643054,248360,71
Guyana,786552,196850,4
Paraguay,7132538,397300,18
Peru,32971854,1280000,26
Suriname,586632,156000,4
Uruguay,3473730,175020,20
Venezuela,28435940,882050,32
